movie_id,genre_ids
110160,"[18, 10749]"
101731,"[35, 18]"
74830,"[18, 35]"
82096,"[10749, 18]"
80271,"[18, 35, 10749]"
64897,"[28, 18, 10749]"
105348,[18]
110146,"[35, 18]"
142585,"[10770, 18]"
84342,[99]
15936,"[35, 18]"
104306,[18]
75318,[]
97365,"[18, 10749]"
131360,[]
124597,"[27, 878]"
42628,"[27, 878, 53]"
124423,[27]
81678,"[18, 9648]"
41996,"[18, 36, 10749]"
103640,"[18, 28, 10749]"
10089,"[35, 27]"
123359,"[27, 53]"
84577,[27]
70667,"[12, 36]"
101267,"[99, 10402]"
130717,[10402]
57230,"[18, 14, 27]"
43687,"[10749, 18]"
134738,"[18, 10749]"
71720,"[53, 28, 80]"
135312,[99]
170263,[99]
197726,[99]
100085,[]
370044,[]
76960,"[99, 35]"
273029,[]
53898,"[18, 878]"
77269,[99]
112678,[99]
170517,[35]
110336,[27]
91250,[]
131671,[]
262243,[99]
537,"[10749, 18]"
84180,[18]
47405,"[35, 18, 10769, 10749]"
135547,[]
90125,[99]
62214,"[16, 35, 10751]"
15004,"[99, 27]"
61372,"[35, 10770]"
151232,"[35, 18]"
161456,"[99, 10769]"
82507,"[27, 53, 9648]"
288121,[99]
197733,[99]
92171,[99]
13830,"[28, 12, 80, 18]"
64291,"[80, 18, 9648, 53]"
38753,"[18, 10749, 53]"
102639,[18]
76492,"[16, 35, 10751, 14]"
207459,[99]
110354,[99]
69778,[35]
196738,[99]
283101,[99]
288421,[99]
292547,[]
16387,[878]
97683,"[18, 35]"
33390,"[80, 53, 9648, 18, 35]"
33391,"[80, 18, 9648, 53, 35]"
39062,"[35, 18]"
109600,"[18, 10749]"
49971,"[18, 35, 10749, 10769]"
40709,"[10752, 14, 28, 18]"
48202,"[35, 27]"
71723,"[28, 80]"
34078,"[53, 27]"
30953,[10402]
35253,[16]
68734,"[18, 53]"
86838,"[35, 80]"
84317,[18]
79697,[35]
134371,"[18, 878, 9648]"
109843,"[80, 18]"
84306,"[10749, 35, 18]"
40075,"[14, 28, 12]"
80059,[]
39779,"[18, 53]"
340543,[]
86726,"[99, 36]"
116463,"[27, 878]"
38280,"[35, 18]"
99579,"[18, 36]"
72391,"[10751, 35, 12]"
84284,[99]
84351,[99]
18112,"[99, 10769]"
105210,"[18, 35, 878]"
78604,[18]
57722,"[99, 10769]"
131837,[18]
89723,"[27, 53, 35]"
57089,"[35, 16, 10751]"
95503,[]
49250,"[35, 878]"
75736,"[18, 28, 53]"
202973,"[28, 80, 53]"
27543,"[28, 18, 53]"
122928,[18]
108512,"[18, 35, 10769]"
149190,[18]
45000,"[18, 14]"
50950,[99]
288105,[]
288413,[35]
98303,[18]
55327,"[99, 10770]"
32904,"[27, 18, 53]"
82642,[99]
50845,"[35, 18]"
95508,"[18, 28]"
91122,"[35, 10749]"
84286,[99]
80280,[27]
110525,"[18, 36, 10752]"
117691,"[28, 53, 80]"
122804,"[27, 53]"
27480,[18]
82618,"[35, 18]"
99770,"[10751, 12, 35]"
72479,"[18, 53]"
106016,[18]
116167,[99]
292975,[]
43172,"[35, 10402]"
60985,[18]
49846,[18]
97690,[99]
135368,"[27, 53]"
82485,"[18, 28, 53, 80]"
9736,[53]
82990,[27]
135161,"[18, 10402]"
59897,"[35, 10749]"
99650,"[35, 18]"
121823,"[28, 18]"
66893,[18]
42712,"[878, 10752]"
98066,[35]
86759,"[27, 53]"
71261,"[14, 18, 35, 10769]"
6078,"[35, 53, 80, 10769]"
75244,[10751]
48770,"[18, 10751]"
94104,[35]
94348,"[28, 53, 80, 9648]"
84172,[99]
83542,"[18, 878]"
171961,[99]
72867,[]
288122,[99]
17216,"[28, 80, 18, 53]"
108901,[99]
105942,"[99, 28]"
85741,"[18, 36]"
133557,"[10770, 18]"
91030,"[99, 36]"
89638,[99]
17375,[18]
61012,"[53, 27, 9648]"
288193,[99]
288037,[16]
27420,[27]
26233,[27]
24863,"[35, 10749]"
43937,"[18, 10751]"
149763,"[35, 10749]"
86983,[18]
41530,"[10749, 18]"
61997,[99]
164753,[99]
37635,"[80, 18, 53]"
174946,[18]
72245,"[18, 10769]"
128158,"[18, 10752]"
43761,[18]
82684,[18]
117266,"[12, 99]"
87826,[35]
262988,[99]
181628,[]
288298,[]
51911,"[28, 18, 53]"
127756,[28]
126797,"[35, 18]"
64689,"[80, 53]"
84287,"[99, 18]"
84318,[99]
113947,"[18, 10749, 35]"
288117,[35]
288295,[99]
288284,[99]
56558,"[10752, 18, 10749]"
88912,[18]
39814,[27]
65049,"[28, 10752]"
80048,[35]
128248,[18]
128639,"[53, 18, 28, 80]"
71730,[28]
84341,[18]
24385,"[35, 10749]"
13078,[18]
172474,[]
82690,"[10751, 16, 35, 12]"
47878,[35]
27058,"[28, 53]"
82663,"[28, 53, 18]"
1997-08-20,"[11176, 11602, 29812]"
82693,"[18, 35, 10749]"
87502,[18]
84170,"[10752, 99]"
96724,"[18, 10749]"
87827,"[12, 18, 28]"
74545,[9648]
84226,"[28, 18, 27, 878]"
132185,[99]
97430,[28]
85544,"[18, 35]"
288438,[99]
84194,[27]
125623,[18]
118957,"[28, 27, 53]"
46429,"[28, 27]"
45961,"[35, 27]"
119639,[]
26405,"[18, 53]"
82631,[18]
123105,"[27, 878, 53]"
102640,[18]
133458,"[80, 18, 53]"
138122,"[35, 18, 10402]"
84308,[18]
35683,"[53, 18]"
286267,[18]
135647,"[35, 18]"
105531,"[18, 27, 10749]"
121879,"[10402, 18]"
13391,"[16, 878, 28]"
79070,"[28, 35, 53, 10749]"
110540,"[18, 10749]"
24617,"[28, 18, 53]"
63957,[10751]
34004,"[27, 53]"
77878,[18]
32694,"[35, 99, 10769]"
88564,"[18, 10752]"
14720,"[35, 18]"
19139,[18]
127493,"[28, 80, 18, 53]"
86837,"[18, 10749]"
109516,[99]
98631,"[80, 18]"
95808,[99]
62580,"[18, 10749]"
20528,"[28, 18, 10769]"
38030,"[18, 80, 28]"
73646,[53]
40343,"[27, 53]"
42939,"[18, 27, 53]"
65851,"[35, 99, 28]"
19794,[35]
114606,"[35, 27]"
84166,"[18, 10749]"
52001,"[27, 18, 53]"
121602,"[18, 10749]"
58790,"[12, 27, 28, 10769]"
78049,"[28, 14, 12]"
12594,"[14, 27]"
80215,[99]
123025,"[28, 16]"
121793,[18]
43652,"[18, 35]"
56928,"[35, 18, 10749]"
82911,[18]
149586,[99]
45585,[35]
72976,"[36, 18]"
135708,[35]
137429,[18]
53354,"[27, 53]"
68280,[53]
110253,"[10749, 18]"
132961,[]
73935,"[35, 10749, 27]"
37343,"[80, 18]"
126056,[]
91549,[27]
144271,"[10749, 80, 18, 35]"
84288,"[80, 18, 36, 99]"
135718,"[35, 18, 14]"
51956,"[18, 10749]"
50620,"[12, 14, 18, 10749]"
105586,[99]
120676,[35]
82099,"[10770, 35, 10749]"
16276,"[28, 12, 80]"
63172,[35]
59517,[18]
58547,"[35, 18]"
84323,"[18, 35]"
60747,"[10752, 28, 53, 878]"
85878,"[18, 10769]"
81188,"[14, 16, 10751]"
45314,[99]
59434,"[80, 35]"
25746,"[10751, 18]"
49363,[28]
108282,"[18, 28, 53, 9648]"
156180,[18]
13678,"[12, 18]"
62012,[35]
13728,[35]
101519,"[35, 53]"
22969,"[10752, 18, 12, 36, 10749]"
50675,"[80, 9648, 53]"
32070,"[10749, 18, 10752, 28]"
114958,"[27, 878]"
338853,[]
97614,"[80, 18, 53]"
16277,[18]
98536,"[18, 10749]"
245984,"[10749, 35]"
190407,"[35, 80]"
83098,"[35, 10402]"
185147,[18]
129609,[18]
288111,[99]
288146,[99]
217724,[99]
30998,"[18, 53]"
43363,"[35, 10402, 10749]"
51389,[35]
249264,"[35, 10749, 80]"
84326,"[10769, 99]"
16016,"[28, 12, 16, 35, 878]"
102780,"[18, 14, 53]"
112136,[35]
91930,"[35, 18]"
119431,[878]
85446,"[10402, 18, 10749]"
89702,"[35, 18, 10749]"
62069,"[35, 18]"
70584,[27]
135313,[99]
288293,"[16, 35, 14]"
285594,[99]
94480,"[878, 27]"
24409,"[35, 27, 53]"
62720,"[9648, 53]"
75204,"[14, 18]"
48161,"[28, 80]"
328712,[18]
114490,[99]
288292,[99]
288296,[99]
238397,[]
82781,[18]
144784,"[35, 18, 10749]"
82685,"[35, 10749]"
38716,"[18, 10751, 10402]"
130002,[99]
53778,[99]
104859,[35]
80440,[18]
185934,[35]
229610,"[35, 10751, 10749]"
31621,"[18, 10751]"
119916,"[14, 18, 878]"
18666,"[28, 18]"
46111,"[28, 10769, 53]"
40829,[28]
46114,"[28, 35]"
4311,[80]
33360,"[80, 35]"
10792,[35]
70863,"[35, 28]"
82708,"[18, 10769]"
143800,"[9648, 18, 53]"
140420,"[16, 10751, 10749]"
18758,"[28, 18]"
18735,[28]
19274,"[35, 28]"
46124,"[18, 28]"
18867,"[35, 28]"
220106,"[35, 18]"
26152,[35]
13679,"[12, 16, 10751, 14]"
51594,"[36, 99]"
26168,"[80, 18, 10749, 53]"
67079,"[99, 36]"
28790,"[14, 27, 53, 878]"
232005,[18]
21317,[10402]
94380,"[28, 18]"
49522,"[35, 10751]"
125504,[35]
40900,"[10770, 35, 10751]"
38425,"[28, 12, 35, 80, 53]"
18741,[28]
91333,[28]
57529,"[27, 878]"
98545,"[35, 18, 10749]"
152795,"[18, 878, 16]"
294261,"[53, 18]"
139325,"[10402, 10769, 99, 36]"
112336,[18]
96821,"[18, 99]"
45006,"[28, 53]"
93289,"[10752, 28, 35]"
104718,[99]
80220,"[35, 18]"
128637,"[28, 53, 10769]"
83389,"[16, 18]"
71883,"[14, 18, 28, 53, 16]"
259292,[35]
43157,"[35, 10402]"
97598,"[35, 18, 10749]"
55615,[16]
197752,[99]
288168,[]
61591,"[16, 878]"
25539,"[28, 12, 35, 80]"
44594,"[35, 18, 10749]"
135225,"[18, 36]"
85525,"[18, 10769]"
10044,"[28, 35]"
18707,"[28, 35]"
125409,"[18, 53, 80]"
64362,"[35, 18]"
81850,"[16, 878]"
34280,"[12, 35]"
146405,"[18, 10749]"
397339,[]
76349,"[12, 18, 28, 36, 10752]"
45682,"[28, 35, 10751, 10769]"
10275,[28]
37030,"[28, 35]"
80387,"[99, 10402, 10749]"
36960,"[53, 878, 9648]"
37032,"[28, 35]"
81179,"[12, 878]"
147829,"[18, 36, 10749, 37]"
142051,[99]
88284,[18]
110392,"[16, 99]"
38769,"[18, 10751, 10402]"
200447,[18]
77012,"[35, 18]"
49051,"[12, 14, 28]"
288290,[99]
288259,[99]
288288,[99]
15770,"[28, 10769]"
35038,"[28, 10769]"
20811,[28]
10852,"[14, 28, 36, 878]"
127916,"[18, 10751]"
87504,"[35, 18, 36]"
84305,"[18, 35]"
48599,"[10402, 99]"
76297,"[35, 10749]"
106135,[18]
18725,"[28, 53, 80]"
31027,"[28, 35]"
10620,"[28, 37]"
10616,"[28, 35]"
411432,"[28, 80, 18]"
40004,[35]
63481,[35]
40722,"[35, 10749]"
83738,"[18, 10749]"
80717,[18]
76609,"[18, 28, 36]"
8941,[18]
64074,"[99, 10769]"
197723,[]
269797,[]
117629,"[18, 10749]"
288101,[99]
76800,[18]
147590,"[10749, 35]"
138357,[18]
65515,"[28, 53]"
127501,"[18, 10749, 35]"
279852,[99]
97630,"[53, 18, 36]"
97989,"[53, 18]"
130445,[16]
84185,[99]
125490,"[878, 27]"
160,[99]
11540,"[10749, 28, 12, 80, 9648]"
37653,[35]
26656,"[28, 27, 878, 53]"
121147,[35]
84636,"[10770, 18]"
116800,[99]
122336,[35]
139567,"[28, 80, 18, 53]"
82654,"[27, 35, 10749]"
94583,"[27, 35]"
16221,"[28, 14, 27, 878]"
149172,[]
96648,"[27, 53]"
38414,"[18, 80]"
19099,"[35, 10749]"
83186,"[35, 9648]"
84354,"[35, 18]"
85542,[18]
44560,[18]
116979,"[27, 53]"
66722,"[35, 10749, 10770]"
46280,"[18, 10749]"
28733,[27]
84187,"[35, 18]"
56338,"[18, 10769, 9648, 53]"
64792,[27]
27116,"[9648, 53, 27]"
43895,"[35, 18, 10751]"
77875,"[35, 10749]"
43268,"[12, 10751, 10402]"
13471,[28]
36172,"[14, 18, 27, 28, 35, 10749, 10769]"
71378,[]
82687,[35]
29722,"[18, 28, 53, 10749]"
84333,"[35, 10749]"
75780,"[80, 18, 53]"
68718,"[18, 37]"
89492,[35]
99106,[27]
41153,"[35, 27]"
42532,"[27, 878]"
70410,[18]
64876,[28]
44470,"[35, 27]"
94352,"[14, 10751]"
80278,"[53, 18]"
86778,"[878, 9648, 10770]"
82695,"[18, 10402, 10749]"
39987,"[27, 10752]"
85652,"[18, 10749]"
114104,[35]
87440,"[35, 18]"
151870,[99]
44732,"[28, 18, 27, 53]"
16315,[27]
78550,[37]
30587,[35]
128270,[18]
121826,"[18, 35, 10749]"
139455,"[35, 27, 53, 9648]"
63517,"[53, 18, 27, 9648]"
14419,"[35, 18]"
35818,"[18, 35, 10749]"
22752,"[14, 16, 10751, 35]"
46564,[18]
66745,"[53, 80, 18]"
135390,[35]
65904,"[35, 878]"
89593,"[28, 18, 53]"
46159,"[35, 10402, 10751]"
27597,"[10402, 12, 10751]"
38727,"[10751, 37]"
98232,[18]
61658,[35]
43767,"[18, 10769]"
97051,"[53, 27]"
98886,[99]
31551,[36]
242378,[18]
81303,"[14, 35, 10749, 10751]"
118683,"[28, 12, 53]"
98932,[18]
28751,[27]
55952,"[878, 27]"
57597,"[27, 878]"
235271,"[18, 53]"
50177,"[18, 28, 53]"
47953,"[18, 36]"
154792,[]
63171,"[878, 14]"
95511,[35]
22379,"[878, 12]"
115400,[99]
130736,[35]
24446,"[10770, 35, 10749, 10751]"
44244,"[35, 10402, 10770]"
41592,[18]
48490,"[878, 53, 28]"
89481,[35]
73283,"[18, 878]"
18038,[35]
161273,[878]
177522,"[18, 9648, 878]"
30252,[35]
86819,"[16, 18]"
74726,"[27, 35]"
88042,[35]
104732,[99]
63147,[18]
75761,"[27, 35]"
81515,[99]
50081,[99]
41487,"[27, 53]"
83479,[99]
81899,[99]
100532,"[99, 10749]"
100825,"[99, 10402]"
124067,[99]
134597,"[27, 53]"
125136,[]
99223,[35]
86304,"[878, 53]"
288109,[99]
105790,[99]
98065,[10402]
85549,"[18, 10769]"
237983,"[18, 10770]"
27408,"[12, 28, 18]"
20224,"[35, 18]"
106344,[99]
94135,"[18, 10752]"
77775,[18]
72678,[35]
57307,[35]
35436,[35]
112304,"[28, 12]"
127533,"[28, 18, 36]"
193380,"[18, 36]"
97605,"[878, 53]"
115241,"[18, 27, 53, 10769]"
104155,[99]
4412,"[18, 36]"
132654,"[18, 10749]"
98262,"[10749, 18]"
172413,[]
288128,"[10752, 99]"
44165,[99]
50021,[18]
133694,[18]
91795,"[18, 10749]"
122044,[53]
139909,[]
33303,[35]
4910,[53]
20513,"[18, 10749]"
169836,"[27, 18]"
51511,"[35, 18]"
71208,"[18, 878]"
34905,[35]
103516,"[18, 10749]"
76421,"[18, 10749]"
69162,"[99, 878]"
116613,"[28, 18, 80]"
118628,[18]
38010,"[10402, 18, 35]"
324173,[35]
36257,"[12, 16, 35, 10751]"
100450,[]
87531,"[18, 28, 37]"
102699,"[18, 80, 53]"
151826,[18]
134132,"[10749, 35]"
31022,"[27, 80]"
83215,[35]
469172,"[14, 18]"
127901,[18]
45360,[99]
132923,"[80, 53]"
138376,"[28, 53]"
135545,[]
4171,"[35, 18]"
48742,"[18, 99, 10769]"
115276,"[80, 53]"
143247,"[10770, 18]"
92662,"[99, 35, 10751]"
74549,[18]
44668,[18]
135678,"[53, 9648]"
76617,"[27, 53]"
170178,[18]
135200,"[18, 35]"
82682,"[80, 18, 28, 53]"
147405,"[28, 35]"
22066,"[27, 53]"
46016,"[28, 35]"
26467,[28]
46500,"[28, 14]"
87496,"[18, 53]"
90122,"[35, 18]"
98339,[53]
39458,[99]
68812,"[53, 80, 18]"
46953,[18]
86632,[27]
92681,"[28, 53]"
79528,"[99, 10770]"
147538,"[14, 16, 35, 18]"
19844,"[18, 35, 10749]"
139038,"[35, 27]"
66193,"[28, 80, 53]"
60917,"[18, 80, 9648, 10769]"
85533,[99]
140668,[]
38138,"[35, 80]"
114994,"[99, 18]"
99877,"[18, 99, 10749]"
97610,[99]
142061,"[28, 16]"
124167,"[80, 18, 28]"
103740,"[18, 10749]"
115223,"[16, 10751, 12]"
88557,"[12, 16, 10751]"
63146,[99]
53445,[18]
100592,"[16, 18]"
93087,"[10402, 99]"
102000,[18]
124074,[99]
135921,[99]
41604,"[28, 37]"
105538,"[35, 10749, 878]"
33331,"[35, 10751]"
31046,"[10770, 80, 18, 53]"
30347,"[18, 53, 80, 9648]"
26114,"[10770, 18, 53, 80]"
106541,"[18, 53]"
43263,"[18, 53, 80, 9648]"
59238,"[10770, 18, 53, 80, 9648]"
110148,"[18, 53, 80, 9648]"
82639,[99]
79983,"[18, 53]"
29630,"[28, 12, 18]"
128644,[]
14078,[35]
134673,"[18, 36]"
32168,"[28, 10769, 53]"
76640,"[28, 80, 53]"
132232,[27]
15932,[53]
145197,"[18, 878]"
152570,"[35, 10749]"
105676,[]
66720,[99]
91552,"[10769, 18]"
100183,"[28, 27]"
458961,[99]
84834,"[80, 18, 10770, 53]"
162678,[]
98357,"[53, 80, 18]"
23976,[99]
47713,"[35, 10749, 18]"
89501,"[80, 53]"
121872,[18]
70404,"[28, 53, 10769]"
84309,[99]
85543,"[18, 10769]"
84336,[53]
53567,"[9648, 878, 27, 14]"
114779,[35]
52480,"[35, 37]"
84839,"[35, 18]"
97353,[35]
102947,[]
98551,"[99, 10769]"
59197,"[878, 53]"
131220,"[10402, 99]"
28101,"[18, 27, 53]"
84290,"[18, 10749]"
90603,[99]
83443,[99]
137285,"[99, 10402]"
83588,[18]
72317,"[80, 18, 53]"
71768,"[37, 28, 10752]"
62403,"[99, 10769]"
68178,"[18, 53]"
367678,[]
84328,[18]
70753,[18]
53861,"[53, 9648]"
77117,[18]
94047,"[18, 28, 36, 10752]"
85872,[35]
47863,"[35, 10402]"
159203,"[99, 10751]"
54075,"[80, 18, 27, 53]"
26005,"[80, 18, 10749]"
43753,"[9648, 27, 18]"
121455,[35]
87818,[35]
118424,[99]
24925,"[35, 27]"
100747,"[18, 10752]"
156717,"[28, 878, 53]"
171859,[]
124414,[99]
81634,[18]
160989,[18]
128190,[99]
119283,"[28, 80]"
94356,[35]
91186,[18]
79404,"[18, 35]"
84191,[18]
118557,[99]
288151,[18]
83125,[35]
76686,[]
117974,"[35, 80, 12]"
28830,[35]
60304,"[14, 27, 28]"
20088,[99]
103667,[99]
109520,[99]
44450,"[12, 10749, 36]"
39750,"[28, 12, 878, 53]"
70829,"[28, 35, 53]"
106591,[99]
91679,[18]
129728,[99]
215012,[99]
109475,"[10770, 36, 10752]"
146837,[35]
31147,"[99, 10402]"
14614,[35]
41863,[18]
19336,"[10769, 878]"
24105,"[35, 18, 10749, 10402, 10751]"
111949,"[99, 37]"
105678,[99]
118677,"[35, 18]"
74397,"[53, 80, 27, 9648]"
91422,[35]
51071,[53]
76848,"[18, 53]"
87499,"[18, 53]"
144680,[99]
36628,"[35, 27]"
42452,[27]
50006,[35]
33301,[35]
50076,"[35, 10749]"
126300,"[18, 10769]"
138574,"[9648, 18]"
114962,"[18, 35]"
172003,[]
131434,[]
56919,"[18, 10749]"
127864,"[18, 14]"
82520,[18]
93858,"[18, 10749]"
127505,[99]
89750,[99]
114562,"[18, 99]"
334317,[878]
281007,[18]
57436,"[99, 18]"
39936,"[35, 18, 10402]"
58244,"[10749, 878, 18, 14]"
162145,"[53, 35, 80]"
18912,"[80, 18, 27, 53]"
33735,[18]
93715,[27]
36931,"[18, 28, 53, 80, 10769]"
271504,"[10749, 35]"
81446,"[28, 35, 80]"
83890,"[80, 18]"
121824,"[53, 35, 28]"
70793,[35]
257604,[18]
123648,[18]
125541,[]
45316,"[18, 10769]"
20302,"[99, 10751]"
34843,"[18, 10770]"
110398,"[18, 36]"
142650,[35]
90369,"[18, 10749]"
150202,"[27, 18, 53]"
97724,[99]
13648,"[16, 27, 28, 878]"
133823,[99]
40767,[18]
33786,"[35, 18]"
78128,[18]
109421,"[53, 80, 18]"
121598,[18]
147815,"[28, 18, 10749]"
109431,"[35, 80]"
24578,"[18, 10769, 10749]"
257176,[18]
87436,[27]
178806,[35]
36244,"[80, 28, 18]"
270002,[99]
133121,[16]
47219,"[53, 18]"
177155,[18]
51590,"[28, 12, 27]"
207655,[18]
13946,"[27, 878]"
60011,"[18, 10749]"
127918,[99]
124461,[35]
121835,"[18, 10752, 53]"
167179,"[18, 80]"
136553,[35]
119010,"[99, 12, 9648]"
67701,[99]
17577,"[28, 27, 53, 878]"
46541,"[12, 28, 53]"
59005,"[35, 18, 10749]"
131799,[35]
233204,"[28, 12]"
98567,"[28, 12]"
161303,[]
127370,"[10402, 35, 10749, 18]"
109491,"[14, 18, 10749]"
53031,"[12, 18, 10751, 10769]"
115834,"[28, 12, 10752]"
64335,"[18, 10749]"
44946,"[18, 35]"
47964,"[28, 53]"
103205,[18]
37348,"[28, 37]"
107811,[35]
36079,[16]
44065,[99]
97514,[]
98205,"[18, 10752]"
130750,[99]
123398,[99]
112949,[10749]
85545,"[18, 10749]"
288430,"[10402, 99]"
160220,[99]
134481,[99]
123678,[99]
144465,[18]
46226,"[10749, 18, 35]"
56991,[35]
58891,"[99, 10402, 10769]"
70051,[28]
53657,"[10752, 28]"
158262,[18]
122857,"[53, 28, 878, 27, 9648]"
84330,[99]
141419,[]
34061,"[18, 10749]"
39536,[35]
126122,"[18, 9648]"
180705,[99]
163845,"[9648, 18]"
68179,"[16, 35, 12, 10751, 878]"
161187,"[18, 36]"
44220,[35]
58235,[18]
241568,[18]
359353,[]
311998,[99]
74935,[99]
61382,[18]
60993,[]
132344,"[10749, 18]"
89008,"[35, 10749, 18]"
103161,[99]
59912,"[27, 10769]"
38510,"[10770, 27, 878, 53]"
55204,[99]
134215,"[18, 10769]"
114478,"[16, 28, 878]"
36096,"[9648, 14]"
136080,"[28, 36]"
134411,"[53, 18]"
257716,[]
55167,[18]
37984,"[28, 10769, 53]"
50275,[99]
205864,[18]
70546,[99]
145135,"[878, 53, 27]"
13442,[18]
155941,[]
73293,[18]
99480,[]
133783,[18]
130739,"[35, 18]"
170657,"[28, 14, 12, 35]"
156937,[]
14591,[99]
56744,"[80, 18, 10751, 9648, 53]"
28090,"[27, 53, 28]"
236035,"[37, 10749]"
128682,[99]
56508,"[80, 18]"
126132,"[99, 27]"
159480,"[18, 35]"
24479,[99]
203329,[99]
67556,"[35, 18]"
90228,"[35, 18, 36]"
143796,[35]
81005,"[28, 10751, 14]"
85502,[35]
146203,"[27, 53]"
103162,"[35, 99]"
86244,"[53, 10752, 18]"
53399,[18]
129112,[18]
59255,[35]
43650,"[10751, 16]"
72559,"[12, 28, 878, 53]"
71325,"[18, 10749]"
74052,"[35, 18]"
86825,"[18, 27, 53]"
152259,[53]
139244,"[18, 27, 9648, 53]"
138906,"[35, 10749]"
157117,"[99, 10402]"
68728,"[14, 12, 10751]"
9834,"[28, 18, 53]"
28485,"[27, 53]"
14850,"[16, 35, 878]"
82866,[99]
102362,"[53, 28, 80, 18]"
49519,"[12, 16, 35, 10751, 14]"
148820,[99]
159412,[18]
143946,[18]
44158,"[18, 10402, 10749]"
85039,[99]
82079,[99]
72841,[99]
133183,[53]
42455,"[27, 53]"
17728,[35]
80709,"[12, 10751, 35, 14]"
180016,[]
70121,[]
59883,"[12, 28, 14]"
26883,"[12, 14, 18, 28, 878]"
136403,[35]
71809,[99]
159414,[18]
160324,[]
88812,"[35, 18, 10749]"
127372,"[18, 36, 10752]"
60534,"[80, 18, 53]"
140443,"[18, 53, 10749]"
4868,"[18, 28, 36]"
268674,[99]
127962,[99]
139948,"[10769, 99]"
93394,[53]
44114,"[10749, 18]"
51853,"[18, 53]"
68443,[18]
80890,[18]
190167,[99]
89924,"[18, 10402]"
29103,[27]
95775,[18]
103734,[99]
101557,"[18, 37]"
158386,[]
440145,[99]
89185,"[35, 18, 10751, 10770]"
35558,"[35, 10749, 10770]"
81250,"[35, 18, 10751, 10770]"
140697,[]
117978,"[27, 53]"
150117,"[35, 10749]"
124459,[35]
122081,"[18, 80]"
30198,"[28, 10769, 878]"
62301,"[10769, 878]"
81225,[99]
126186,[]
144789,[35]
80437,[]
150211,"[27, 53]"
169730,[]
103198,[18]
40859,[18]
72882,"[28, 10752]"
40878,"[18, 36, 10752]"
206266,[99]
158238,[]
41030,"[27, 878]"
49353,[27]
84173,[99]
123964,"[35, 18, 10402]"
41156,"[99, 35]"
31131,"[878, 28, 14]"
158011,"[80, 53]"
117263,"[28, 53]"
152992,[]
148357,[18]
156268,[35]
96088,[99]
109425,"[28, 53]"
107250,"[10770, 80, 18, 9648]"
210621,[]
130816,"[36, 18]"
134806,"[10770, 18, 37, 10749]"
23524,[99]
116059,[99]
68047,"[18, 35, 10751]"
84316,[18]
84199,"[18, 35, 10749]"
55892,"[16, 28, 53]"
140846,[10402]
167305,"[18, 53]"
94551,[]
188524,[]
126748,[]
247695,"[9648, 80]"
62130,[99]
119001,[18]
43550,"[10749, 35]"
30631,"[18, 10749]"
20016,[27]
55861,[27]
25038,[53]
146313,[53]
189364,[]
179668,[]
46972,"[35, 18, 10751]"
128748,"[99, 27, 53]"
281583,"[18, 53]"
198146,"[80, 18]"
34496,"[80, 53]"
117923,"[28, 53]"
121875,"[35, 18, 9648, 53]"
109416,"[35, 10749]"
120399,[18]
100814,"[28, 12, 10752]"
45562,"[36, 10752, 18]"
97367,"[18, 80]"
78215,"[28, 18]"
127867,"[35, 14, 53]"
173153,"[10770, 18]"
75626,"[18, 10751]"
51249,"[28, 12, 18, 10751]"
96999,"[10751, 18]"
72710,"[28, 12, 10749, 878, 53]"
54328,[18]
83735,"[18, 10751]"
59419,[35]
119634,[35]
58197,"[18, 10749]"
70736,"[18, 10749]"
96404,"[18, 28]"
59441,"[35, 18]"
65650,"[18, 53]"
77880,[99]
144340,"[35, 18, 10749]"
62878,"[18, 878, 53]"
160660,[18]
131822,[]
20989,"[28, 12, 35]"
142989,[]
219302,[37]
17501,"[28, 18, 53]"
18034,[35]
111667,[]
116466,"[99, 10769]"
96535,[99]
23790,[28]
34601,"[80, 18, 53]"
60579,"[18, 10769]"
5686,"[35, 18, 10749]"
26547,"[16, 10751]"
18843,"[35, 10751, 14]"
28067,[27]
189359,"[10402, 99]"
19809,"[35, 10749]"
75720,"[10751, 99]"
158739,"[80, 18, 9648]"
127509,[99]
111098,"[18, 10769, 10749]"
63840,"[35, 18]"
136698,[18]
55144,[18]
127544,"[28, 16, 878]"
91694,"[80, 18, 9648]"
54356,[]
14607,"[28, 80, 18, 53]"
148034,[35]
25516,"[18, 28, 878, 10749, 10769]"
55663,"[12, 14, 878]"
31389,[35]
87090,[18]
79816,"[35, 10749]"
51355,[35]
109428,[27]
68727,"[53, 80, 18, 9648]"
3146,"[28, 27, 878]"
102524,"[18, 35]"
224992,[99]
54093,"[35, 18]"
93828,"[28, 12, 80]"
128136,"[35, 10749]"
133698,"[35, 10749]"
58483,[18]
173294,"[35, 18]"
81619,[99]
40798,"[35, 18, 10749]"
85449,[35]
158231,[35]
57993,"[12, 18]"
64875,"[28, 12]"
44895,"[80, 35]"
25290,"[53, 18, 10749]"
3052,[35]
412109,[]
84171,[99]
51167,"[35, 10749]"
152938,[99]
81579,[99]
44671,[99]
89049,"[18, 99]"
124080,[99]
54994,[99]
202132,[99]
75612,"[28, 878, 12, 9648]"
100089,"[12, 27, 28, 53, 878]"
92484,[53]
55956,[878]
171337,"[18, 80]"
59963,"[53, 12, 18]"
198001,[]
84179,[99]
60281,"[18, 10749]"
109410,[18]
293089,[]
